actor,predicted_rating
Michel Piccoli,1.4606852597412838
Margita Gosheva,1.4605482171487512
Alaa Al-Shallabi,1.4601541352148353
Lynda Steadman,1.4600954459668047
Sandy Lam,1.45998312046511
Christopher Walken,1.4587893433771102
Héctor Andremar,1.4587343943356348
Jason Schwartzman,1.4586210766176593
Earle Foxe,1.4583187061545106
Raf Baldassarre,1.458290104630595
Tôko Miura,1.4581601065595275
Xuanyu Chen,1.4579571697828233
Elizabeth Sung,1.4574152017865447
Leo Fong,1.45713637930743
Chai Bhatana,1.4568945794177313
Ryan Gosling,1.4565107126925265
Gérard Lartigau,1.456053346683731
Nana Bryant,1.455862647634142
Greg Kinnear,1.45580368643782
Sela Ward,1.4552014394356017
Anusree,1.4547396767005136
Marlene Dietrich,1.4540335545962781
Davis Cleveland,1.4528874413081043
Peter Weller,1.452700485298794
Anand Deverakonda,1.4526696634975265
Tiziana Arrigoni,1.4526493023936669
Gary Busey,1.4526332488571105
Hansa Czypionka,1.4525341512345922
Aleksandr Demidov,1.4516548699906648
Richard Greene,1.4513254401649311
Hera Hilmar,1.4513074974345639
Lloyd Battista,1.4512871937635836
Noor Hashim Abir,1.4512327256573812
Ayushmann Khurrana,1.4511754122722693
Marius Goring,1.4508457493652007
Robert Taylor,1.4498307922596734
Billy Gray,1.4498008644335252
Sun-bu Choe,1.4495088252674135
Arjun Rampal,1.449100823170907
Randell J. Jackman,1.4490316915689876
Ai Maeda,1.4488125093853936
Brandon Valley Jones,1.4484510624092797
Pawel Domagala,1.4470192851866206
Cinzia Roccaforte,1.4469118797583986
Isabella Rossellini,1.4467337650290188
Bruno Dumont,1.4466652586462476
Sharon Stone,1.4464069146986311
Robert Carlyle,1.446357469722919
L.D. Barkley,1.446078007409538
Bulle Ogier,1.4459887379317373
Carlos Africa,1.4452830316501162
Kunie Tanaka,1.445121019522901
Cristina Rinaldi,1.4450821680723756
Mark F. Blaxill,1.4441835264873408
Martha Howe-Douglas,1.4438008560047522
Pam Arciero,1.4437373010629853
Mili Eshet,1.4433807316344442
Joan Chen,1.4428698444814028
Estella Warren,1.442717444101813
Mario Andretti,1.4424405936564682
Julia Ragnarsson,1.4422310366045308
Adriana Louvier,1.4414975103577767
Edmund Lowe,1.4413977155819837
Jace Norman,1.4412628875848161
Charles Chaplin,1.4409832635816417
Martin Donovan,1.440798770487885
Lilia Prado,1.4401779399293946
Eduard Fernández,1.4399896109824837
Zeta Makrypoulia,1.4399469907384177
Jack Brett Anderson,1.4398247028656983
Lynne Roberts,1.4392783816926502
Helen Mack,1.4386854086401095
Julian Shatkin,1.4385967827141357
Mathew Baynton,1.438448876974454
Melissa Gorduyn,1.4378849267026201
Tony Cox,1.4377898730542924
Mark Lester,1.4377556403034526
Krushna Abhishek,1.4364486299409316
Abhiram,1.4360758026823355
Anil Kapoor,1.4360389163682998
Peter Cushing,1.4350897468273678
Herman Badillo,1.4349030416480184
Ethan Embry,1.4347260133230932
Denholm Elliott,1.4346635012636222
Omer Havron,1.434173891282507
Herbert Knaup,1.4337002344928937
Michael Jr.,1.4325067092947872
Nick Moran,1.4322677153031853
Lili Erdõs,1.4321738481091497
Len Kabasinski,1.431615872384825
Peter Cook,1.431419667338239
Rafael Schmauch,1.4312687388996082
Shinobu Nakayama,1.4312409132162696
Park Shin-hye,1.4311981603549904
Helen Gahagan,1.4308985735684077
Jennifer Dale,1.4302644995317206
Jessica Lange,1.4301941308811332
William Shatner,1.4300268771550497
Wiradit Srimalai,1.4299837160340554
Chonte Harris,1.4298630972581003
Rex Smith,1.4292758953920393
Ivo Canelas,1.4282608056249466
Son Hui Chang,1.4282362972334788
Aftab Shivdasani,1.4281529279147627
Kirsti Eline Torhaug,1.4281252131254552
Louis C.K.,1.4275207687687719
Mireille Darc,1.427254904327445
Jack Black,1.4268429447911615
Robert Donne,1.426773959370056
Chuckie Africa,1.4267528447912166
Ivan Barnev,1.426060925016255
Don &apos;Red&apos; Barry,1.4260344898027844
Eric Chien,1.4257578823051986
Joselyn Hughes,1.4255637551908105
Roberta Maxwell,1.4251097177554721
Douglas Ligon,1.4250607762341962
Sylva Koscina,1.424182969386536
Manuel Luna,1.4240019261341221
Ben Schnetzer,1.4225090768137398
Louise Allbritton,1.421768280588372
Tom Celli,1.421566855571211
Dudley Moore,1.421546603483029
Aaron Hilmer,1.4214030607096024
Sadzida Setic,1.4213935070323942
Eric Blore,1.421373150588227
Claudia Jennings,1.4213428720337993
Axel Schreiber,1.421296294857298
Gaspar Henaine,1.4211640217984394
Marie Wilson,1.4210825570312962
Vladimir Vysotskiy,1.4207141724796557
Aaron M. Abelto,1.4207138834132167
Sal Fish,1.4204906917256022
Moria Akons,1.419603766249223
Clint Walker,1.4195936146523103
John Andrini,1.419374563635636
Mark Edward Hall,1.4188990568080067
Kim Hong-pa,1.4180773263690345
Jean Allison,1.4178244726516487
Asa Nelson,1.4174226659299034
Jeanna de Waal,1.4172908997967635
Chad McQueen,1.4167221210266983
Skye Elmore,1.4151379508819117
Katrin Ahmad,1.4150281708138155
Robin Williams,1.414530320480091
Andrew Fletcher,1.4140668241513819
Richard Basehart,1.4140437134311874
Julian Looman,1.414036487123803
Yoo Joon-sang,1.4138099106072233
James Denton,1.4135396227698709
Shujun Huang,1.413372260343112
Earl Holliman,1.4122318309123523
Michael Cera,1.412156161442697
Glenn Ford,1.4121488536136784
Albert Hall,1.4121238871881896
Jeanne Moreau,1.4120802354597581
Chonda Pierce,1.4113679545181126
Amanda Slone,1.4108330054255287
Michelle Ang,1.4107757464594968
Bronson Arroyo,1.4104344650505547
Lenny Clarke,1.4103478749897338
Mae West,1.4102055419771038
Jill Harding,1.4099176601241525
Vicki Frederick,1.4092437500399206
Robert Stadlober,1.4090353845661479
Leonor Watling,1.4084904702069356
Machiko Kyô,1.407519432069079
Paola Barbara,1.4074918395312226
John Turturro,1.4071513780540443
Kamil Larin,1.4063123828255535
Charles Pitt,1.406187761404031
Nancy Mette,1.4061241272340639
Mark Frost,1.405467215750096
E.J. Bonilla,1.4050405963885886
Chris Jarvis,1.4049211810538298
Do Kyung-soo,1.4045184960024255
Christian Oliver,1.4043136585039637
Victor Mature,1.404157069428989
Michael Caine,1.4040644636208934
John Gielgud,1.4039970557332937
Pedro Armendáriz Jr.,1.4036050067187738
Karoline Schuch,1.4035416658419169
Sergio Hasselbaink,1.4033663493377355
Milan Dragisic,1.4031983179015697
Fortune Feimster,1.4030024488758452
Robert Logan,1.4027034814492505
Leonid Barats,1.4022666072948313
Dylan Bruce,1.4012362452979292
Russell Wong,1.4008743748380095
Iain Ewing,1.4007418380152872
Shiree Nadav-Naor,1.4006988720859008
Claire Foy,1.4001321445005313
Riki Takeuchi,1.399998683900199
Maurizio Merli,1.3997500408238275
Anthony Quinn,1.399692869244547
Jordi Mollà,1.3996647041300985
Jim Lau,1.3991287804805739
Simon Farnaby,1.3990579225260704
Martin Williams,1.3990385921933113
Robert John Burke,1.3987461258576472
Faidra Drouka,1.3983880513153848
Barbara Kurdej-Szatan,1.3983573435248362
Jason Derulo,1.3978543960916525
Albert Ribalta,1.3970792495924458
Sandrine Kiberlain,1.3969589578357104
Aleksy Komorowski,1.3967050657701285
Sami Temimi,1.3947906061505504
Arsenio Hall,1.3947045158088562
Marcin Kowalczyk,1.3943600290181812
Pierre Niney,1.3943031807139163
Jodie Foster,1.3941121049830514
Bob Shamrock,1.3940878745965644
Marilyn Kagan,1.3939112728924383
Irina Demick,1.3936872465975219
Lolita Davidovich,1.393528863034418
Kathryn Taylor Smith,1.3934060303508973
Martin Gore,1.3928263330022237
Lorenzo Lamas,1.392603684226147
Chaiwat Thongsaeng,1.3919941003281844
Otto Waalkes,1.3915502720831965
John Phillip Law,1.391466838151118
Maria Androutsou,1.3906423205838674
John Lund,1.3902711705979134
Ugo Tognazzi,1.3900752575352562
Lawrence Dane,1.3900614394385247
Rajinikanth,1.3900162307074886
Aja Naomi King,1.389665070164936
Katja Flint,1.3895986703921357
Joel Basman,1.3892214796945899
Karen Disher,1.389069466149773
Josue Guerrero,1.388983314713189
Santiago Segura,1.3882577035302868
Luke Ford,1.3878553728698388
Kei Satô,1.387855192442409
Cheri Howell,1.3877132664303626
Johnny Messner,1.3876912848818184
Roy Sekoff,1.3873002606187002
Yami Gautam,1.3866998772837078
Kenneth Cranham,1.3865733104284936
Mika Abdalla,1.3862531817767205
Nina Ruslanova,1.3856114599452996
Salem Al Fakir,1.3854823714558462
Grégoire Leprince-Ringuet,1.3853386891760853
Robb Reiner,1.385054274720552
Mamrie Hart,1.3850372098580361
Cherie Currie,1.384538653873916
Jessica Arterton,1.3844288903594255
Daniel Hugh Kelly,1.384016216166093
Diana Lynn,1.3840011333339772
Morena Baccarin,1.3839923772019362
Pete Davidson,1.383937832210512
Michael Aloni,1.3834046562868045
Kirsten Gille,1.3832602237871197
Don Johnson,1.3828910574684223
Tinto Brass,1.3823587582093888
Emmanuelle Béart,1.3823368719492373
Brandi Patterson,1.3815102281295162
Kirk Douglas,1.3814578136191589
Zoë Wanamaker,1.3812254728545599
Chris Haywood,1.3807519161715331
John Fraser,1.3807474424342683
Mikko Hyppönen,1.3804316981555973
James Stewart,1.380370280403875
Hedayatollah Navid,1.3797464202375527
José Nieto,1.3793072589328923
Mario Limonta,1.3788833640456546
Michelle Williams,1.3786362681744044
Arthur Franz,1.3784528059801384
Pippa Scott,1.3777850339919733
Barry Bostwick,1.3776469761587484
Joséphine James,1.3763470190124778
Terje Toftenes,1.3762759769771953
Elliot Schiff,1.376073132146284
Steve Martin,1.3758694201930686
Bahram Aloui,1.3752971385413117
Emma Roldán,1.37493281554119
Kiwako Harada,1.3748037344576112
Ben Gazzara,1.3742205499038107
Daws Butler,1.373825100133384
Heather Rattray,1.3733479497863919
Ladislav Smoljak,1.3721895597478553
Richard Steinmetz,1.3714206520251242
John Neville,1.3709542750458223
Dawn Addams,1.3707451967530995
Yea-Ming Chen,1.3705835638048012
Nobuko Otowa,1.3704825289498002
Peter Coyote,1.370126338973083
Paula Lee,1.3690323861830553
Gillian Alexy,1.36841948026969
Taiji Tonoyama,1.367889616874659
Paul Dano,1.3670480106956024
Elizabeth Marvel,1.3668922442456408
Daniela Duque,1.3668545699769736
Micheline Presle,1.3660201309651903
Stephen Dorff,1.365639873628591
Sabine Timoteo,1.36561021314364
Marjoe Gortner,1.3648529600551478
John Boles,1.3648054210036757
José Garcia,1.3645955783421415
Shams Aldeek,1.3641626761673218
Mathieu Carrière,1.3638377827864476
Joe Don Baker,1.3632187012865282
Daniel Auteuil,1.3628374241181107
Don Castle,1.3627378804679569
Ray Liotta,1.3627028267565002
Carlo D&apos;Angelo,1.362524576669861
John Savage,1.36245790013397
Yoshitsugu Matsuoka,1.3621796736502496
Vinnie Jones,1.36204902242715
Valerio Mastandrea,1.3619565423340632
Jasmina Polak,1.3616129104334913
Maurizio Nichetti,1.3615357026304604
Anthony Ilott,1.3613739759469528
Alexandra Nell,1.3613162662647746
Brittany Murphy,1.3611964027203598
Jyotika,1.3611480586186722
Jack Kerouac,1.3606531817186975
Rattanaballang Tohssawat,1.3602933338763965
Delphine Seyrig,1.3602861434972713
Carrie Snodgress,1.3595670548015037
Salome Jens,1.3594296813768039
Nancy Nash,1.3593970046609176
Chris Wedge,1.3593745795315189
Tusshar Kapoor,1.3585909028654863
Jason Clarke,1.3583846937853747
Bruno Bichir,1.3582447922702199
Brigitte Bardot,1.357880179794123
Dennis Morgan,1.357775944135572
Adela Adim,1.3575141054971016
Pyotr Vins,1.3570485289346454
Benoît Magimel,1.3568891954652804
Ian Hart,1.3565240422326026
Trish Goff,1.3564910466580438
João Tempera,1.3562123281632799
Tao Guo,1.3559263887416635
John Hodiak,1.355919675005183
John DiSanti,1.3556282425487043
Azamat Nigmanov,1.355297020540421
Vijay Sethupathi,1.3548301959576254
Barbara Cupisti,1.3542106487837255
Dennis O&apos;Keefe,1.3540953525381814
Steven Waddington,1.3531214726770422
Elisabeth Fraser,1.3529847694184847
Awa Sene Sarr,1.3529418253335963
Varsha Bollamma,1.3527183146573418
Charles Butterworth,1.3521769930418754
Justyna Swies,1.3521238059400624
James Caan,1.3519356581016568
Diego Torres,1.3519243097862323
Jameel Khoury,1.3517736300608445
Pascal Demolon,1.351311888199839
Jean-Pierre Cassel,1.3509296177262045
Joaquín Hinojosa,1.3508605629031667
Katharine Hepburn,1.3506084633623037
Vernon Gortner,1.3503259030549242
Kjell Bergqvist,1.349302482859671
Jack Lowden,1.3486983057360917
Dana Burns Westburg,1.3484789732646842
Théodore Pellerin,1.3467234908361885
Conrad Veidt,1.346576078448276
Walter Huston,1.346437390250048
Amanda Schull,1.3464006237287394
Jon Hall,1.3461764778884893
Rogier Schippers,1.346171554446757
Oleg Vasilkov,1.3457745300223904
Hanne Steen,1.3453185525024873
Yolanda Cuéllar,1.344415026521694
Tom Ewell,1.3444023835186454
David Kross,1.3439405071660375
Julia Barnett,1.3435048698434588
Sandra Kwan Yue Ng,1.3433770607200233
Fridtjov Såheim,1.3425731079229117
Wanda Hendrix,1.3422535925863164
Kenny Bee,1.3419984536730567
Martha Navarro,1.3413695124524279
Vivica A. Fox,1.3408483076047015
Mary Philbin,1.3408451968470352
Zuria Vega,1.340460507650657
Zina Zinchenko,1.3403716411124729
Baohe Xue,1.3403591167728242
Edward James Olmos,1.3398503512167115
Donnie Wahlberg,1.339619125278124
Vittorio De Sica,1.3392924313268162
Debra Stipe,1.3392455328712543
Fran Brill,1.339171256906363
Fele Martínez,1.3391596691979595
Mercedes Mason,1.3390383618813873
Almila Bagriacik,1.3390099004500424
Jirí Mádl,1.3390083804750086
Tomasz Wlosok,1.338087955046828
Jack Wetherall,1.3380429348555551
Jenny Agutter,1.3376857516592324
Chun Ho-jin,1.3374390801049552
Lee Oakes,1.3365935538134843
Hibibollah Safarian,1.336523093083478
Julie Bishop,1.3364052681909167
Erica Jones,1.3363736602244587
Tu Chin,1.335929072228111
Angela Finocchiaro,1.3358926859514273
Mark Caso,1.3358261359702879
Randy Shelly,1.3356295098482036
Chia-Hui Liu,1.3355362307651104
Pierce Brosnan,1.3346714230688612
Leslie Hope,1.333821092819614
Anthony Eisley,1.333736117462047
Daisy White,1.333546888265403
Ai Kayano,1.3335321048175903
Robert Liensol,1.3331926546296138
Lúcia Moniz,1.3331109301130475
Frances Lee McCain,1.3324231293617377
Clara Blandick,1.3323913820588749
Emmanuelle Riva,1.3320766257161465
Nicky Whelan,1.3318822607451215
Claire Danes,1.3316692027037345
Ewa Blaszczyk,1.331492021599803
Kamal Haasan,1.3303266149501032
Nicholas Jacob,1.3301450529370056
Jackson Rathbone,1.3296537895780338
Goh Nakamura,1.3290688642408843
Anjanette Comer,1.32887470804675
Toma Budanko,1.328456155392439
The Amazing Johnathan,1.3283892878372785
Tobin Bell,1.3282397167468032
Eva Podzimková,1.3280924264378875
Revathi,1.3279021992726763
Stephen McGann,1.3278360689098154
Orson Welles,1.3276152467713056
James Craig,1.3274113775530627
Warwick Davis,1.3269288566379838
Christopher Meloni,1.326891236017601
Mirco Nontschew,1.326671941802692
Thomas Ian Nicholas,1.326233154967242
Ralph Meeker,1.325933581406769
Trace Adkins,1.3256542658275443
Hovik Keuchkerian,1.3248647518956715
Rachel Shelley,1.3244314245117923
Aqueela Zoll,1.3243656572912654
Edgar D. Mitchell,1.3241870641932059
Stan Laurel,1.3240486881562337
Agnieszka Wosinska,1.3237306238403506
Pierre-Ndoffé Sarr,1.3237266391061842
Neville Brand,1.323033490766511
Eddie Constantine,1.322792706896034
Radha,1.3226802759844951
Anna Lee,1.3225675804331791
Jean-Pierre Léaud,1.3225100972043113
Vikram,1.3223499131819652
Kye-Sung Chan,1.3223417454710837
Shawn Thompson,1.3223054901589897
Rosalba Neri,1.3221241186644623
Stanley Tucci,1.3216272092671435
Joanne Mitchell,1.3216225852549757
Kristy Clark,1.3207404860181473
Tomas von Brömssen,1.320694723988952
Dante Aubain,1.3202033130757487
Ben Davies,1.3196336378400075
Vijay Kumar,1.3195009999907312
Kiyono Yasuno,1.3192647218894948
Inma Cuesta,1.3191984638466892
Kevin Conway,1.3186998418625295
Daniel Hogwood-Kane,1.3183384952300605
Hans-Heinrich Hardt,1.3181692172745927
Elias Westerberg,1.3180174158856415
John King III,1.3180051152593613
Bernard Giraudeau,1.3176942699599563
Michael Schoeffling,1.3175824148357211
Shane West,1.3173942531058962
Divya Nagesh,1.3169854715560319
Iggy Pop,1.3164800273623836
Betty Grable,1.3162034201273947
Christian Juttner,1.316199661715109
Donna Hamblin,1.315869191811325
Martina Schöne-Radunski,1.3150087017979113
Victoria Hayes,1.3149197210806065
India Coenen,1.3148409746053615
Johnny Depp,1.3135535507106586
Albert Heins,1.313084892479764
Angie Dickinson,1.3126152371459374
Bess Armstrong,1.3125716072980846
Carlos Espejel,1.3115086912440765
Ekaterina Kuznetsova,1.3110273064501348
Lovro Preprotnik,1.3098570433103076
Saïd Taghmaoui,1.309675971139431
Rik Mayall,1.3093406879432352
Dora Zoric,1.3092231112421941
Jack Ging,1.3089105573411888
Friedrich Mücke,1.3084732365014584
Ray Wise,1.308145983196984
Hossein Mahjoub,1.3081359746332797
Violeta Cela,1.307934385452075
Yoon Kyung-ho,1.3067919558255607
Noémie Schmidt,1.3067682388770656
Susanna Pukkila,1.3064982888164398
Shreyas Talpade,1.3054708605311895
Paul Bettany,1.3054181529023905
Amy Acker,1.3051362309091161
Susan Hayward,1.3050853292331284
Oliver Hardy,1.3045920235618966
Andrzej Grabowski,1.304527035864227
Liam Kelly,1.3044649976650813
Vera Yen,1.3042735593279893
Rachel Griffiths,1.3040551401393685
Debra Messing,1.3037692648818888
Crofton Hardester,1.303578043534381
Robert Forster,1.303570643360354
Andrea Thompson,1.3034958453690335
Tom Farrell,1.3033867299446233
Richard Bock,1.3032962026665196
Grazyna Dlugolecka,1.3026114751921423
Vera Miles,1.3018406766295938
Gianna Maria Canale,1.301635528937144
Claudia Jacob,1.301592081154287
Soubin Shahir,1.3010210128516637
Gary Merrill,1.300856514195047
Laura Solari,1.3007605744161153
Camille Mitchell,1.2998589434825414
Kristin Chenoweth,1.299495508995282
Michaela Blaxill,1.2992173486587162
Lorne Greene,1.2988892726058698
Monique Gabrielle,1.2977891123484913
Agnes Benjamin,1.2977429659145363
Chad Allen,1.2972536140188322
Fidel Abrego,1.2970957888726875
Bill Bellamy,1.2958771140595244
Leslie Fenton,1.2958520498183508
Johan Bjerkelund,1.2948183218541391
Jean-Paul Belmondo,1.2940117918448104
Mattie Liptak,1.293899571321861
Taraneh Alidoosti,1.2937778593175948
Chung-Yu Huang,1.2936005043800265
Barry Corbin,1.2933060242931547
Linda Jackson,1.2927052260774508
Jasper Liu,1.2912162717060278
Oumarou Ganda,1.290875674607706
Troy Baker,1.2899157676668447
Kara Ying Hung Wai,1.2891536048238894
Ola Ahlvarsson,1.289151240832814
Deepika Padukone,1.28901411652819
Livy Armstrong,1.2889344012644581
Justin Theroux,1.2888544740365069
Winston Hibler,1.2887841467978676
Neil deGrasse Tyson,1.2882860461258785
Kelly Barby,1.2879555245927672
Peter Outerbridge,1.287667773387926
Zdenek Sverák,1.2870042179583552
Luke Bracey,1.2868883683534615
Radovan Vujovic,1.2866003715750554
Jeff Fahey,1.2865546261151946
Rick Kavanian,1.2860692155806195
Garrison Saenz,1.2860565002206075
Ben Campbell,1.2859530505640608
Stacey Bradshaw,1.285866425867719
Vivian Sung,1.2856079729764796
Doris Day,1.2855353170902808
Shadow Liu,1.2854431812735818
Olivia Arokiasamy,1.2853945007108925
Fahadh Faasil,1.285331211285479
Harvey Keitel,1.28494541231716
Lucy Tabrizi,1.2847093059697305
Edward D. Wood Jr.,1.2846168139177876
Laura Donnelly,1.2844205964324467
Gregory Corso,1.2839491398637322
Valavane Koumarane,1.2837533215162058
Samantha Ruth Prabhu,1.2836799017610947
Claude Gillingwater,1.2836591627432579
Hans Moser,1.2821094752888693
Batsheva Dance Company,1.2821009651367696
José María Yazpik,1.2819204271203894
Isamu Kosugi,1.2818157860132329
Jean-Luc Bideau,1.2815265827849007
Saïd Amadis,1.280483706732717
Dawn Bender,1.2803058226501849
Ted Donaldson,1.2797230895671554
Geraint Wyn Davies,1.2795042737872164
Victor Robinson,1.2785232628044079
Andrew Tiernan,1.2784909563399416
Sofia Scalia,1.2781250597705134
Dee Wallace,1.2777948923803655
Negar Javaherian,1.2773586895100637
Jessica Tomé,1.2773068196715116
Ane Mohammad Tarikhi,1.2770296093952256
Maya Rudolph,1.2767987351826784
Edy Angelillo,1.2766174817721458
John Bromfield,1.2764239706078597
Laurence Harvey,1.276094476263298
Pierre Mifsud,1.2759429094240953
Richard Jordan,1.2758109540321487
Alan Carney,1.2757097441907546
Sonu Sood,1.2745574308966712
Gary Oldman,1.2744258948369576
Ted Bardy,1.2742687373298311
Nicholette Jean Codding,1.2740689824952114
Gouri Choudari,1.2737656617326443
Dmitriy Kulichkov,1.2737453295348975
Zelda Williams,1.2732484374817425
Bill Sage,1.2731241595935985
Sven Wollter,1.2728998994040495
Elõd Bálint,1.272830190214946
Lee Williams,1.272170049258588
Amber Valletta,1.2720293102429727
Michele Savoia,1.2715124757971783
Anushka Shetty,1.271255507643581
Brendan Fraser,1.2711626886259935
Ken Uehara,1.2710946354640948
Michael Jai White,1.270505906247302
Vanessa Hidalgo,1.269525412313116
Imogene Robinson,1.2695131197036063
Carl Betz,1.2690029494907196
Thesingu Rajendar,1.2686638780524224
Anita,1.2673466199809853
Carl Bildt,1.2654651246324649
Merle Oberon,1.2647304792290088
Oretta Fiume,1.264550290830814
Gene Robinson,1.264511514355728
Mamie Van Doren,1.2641034073172936
Arthur Conan Doyle,1.264071403807812
Kad Merad,1.2637034860970848
Bingxiang Wang,1.2636704357430006
Tom Hanks,1.2634705920462121
Cloris Leachman,1.2631565173292825
Steven M. Greer,1.2631140572776685
Tobias de Ronde,1.2628265288800342
Ray Milland,1.262225398844947
Marguerite Churchill,1.262215084039488
Diane Venora,1.2620261742700474
David Cross,1.2619502085814145
Brad Davis,1.2608534938693863
Marie Mottet,1.2604367643906527
Mark Mears,1.260435066614511
Michelle Taylor,1.2604257888139632
Mamta Mohandas,1.260285618196614
Noreen Nash,1.2602599181325125
Dee Williams,1.2598008592165248
John Payne,1.2597394872846823
Robin Riker,1.2594898936318946
Andrew Dunbar,1.259402363204071
Lei Hao,1.2592377535903787
Tex Avery,1.2591022304388986
Robert Paige,1.2584817645205983
Milos Tanaskovic,1.2583427998865513
Anthony Geffen,1.2581717060246989
Louise Fletcher,1.258055073021108
Verónica Echegui,1.2579520477160402
Stasa Koprivica,1.257599757670876
Mario Balmaseda,1.2573923516286478
Michael Riley,1.2573039537421975
Syrissa Sacca,1.2571326513888288
Sarah Jessica Parker,1.2570261080603384
Carmen Electra,1.2569511407058962
Stefanie Scott,1.256931051076514
Lisa Wilcox,1.2569239301894062
Josephine Siao,1.2568121877922611
Robyn Nevin,1.2566619741565104
Lynn Chen,1.2566327314588923
Erin Chambers,1.256561495060244
Kadar Abdoul-Aziz Ibrahim,1.2564293682772387
Lia Williams,1.2563501671409494
Setsuko Hara,1.2562331371683377
Junko Takeuchi,1.256054205036345
Ajeya,1.2558758089297966
James Woods,1.2558304106481322
Alessandro Preziosi,1.2555297934549094
Zane Holtz,1.255403373652733
Peter Van den Begin,1.2553875369976735
Filip Blazek,1.255206439946265
Petit Touré,1.2547269829660845
Samantha Eggar,1.2543049847429972
Gambi,1.2542746803210532
Garik Kharlamov,1.2537780724817098
Matt LeBlanc,1.2537524901042452
Anny Miletty,1.253578112115823
El Brendel,1.2523469678818289
Jeremy Whelan,1.2518370442353701
Nassar,1.2516746649812696
Binnie Barnes,1.2514483402163963
Ron Guerette,1.2513853972771343
Jeroen Perceval,1.251310844791646
Dennis Weaver,1.2511714450994746
Alexandra Turshen,1.2501041385914917
Allen Ginsberg,1.2500590361964405
Angélica Vale,1.2500173789684101
Olly Alexander,1.2498930420745271
Peter Tell,1.249478859559263
Del Bigtree,1.249210764679971
Jane Darwell,1.2480351326657402
Lee Frederick,1.247387922748223
Jessica Barden,1.2467020790198056
Hugh Grant,1.2463701582147966
Aaron Kwok,1.246060717978103
Lee Min-Jung,1.2456114944330916
Danny Pintauro,1.245588674811903
Andrea Santamaria,1.2448155051282057
Monika Niemczyk,1.2443803122807693
Catherine Curtin,1.2438742525653494
Diedrich Bader,1.2436835746631736
Sunil Munshi,1.2430712384535374
Gordon Tootoosis,1.2430074679852559
Stefan Kalipha,1.2427120259117423
Rick Bragg,1.242468845813684
Nourdin Batan,1.242272348851063
Luigi Calagna,1.2418893661761812
Jontille Gerard,1.2413258443645623
Madeleine Robinson,1.241226884982941
Malik Bentalha,1.2412163776890779
Danny Fisher,1.2407581934412346
Yinyue Liao,1.2399689158092893
Ty Hodges,1.2388610476844426
Park Dietz,1.2386689475941812
Ron Livingston,1.2367053371932375
Sophie van Winden,1.2366532445239256
Håkan Serner,1.2361546639935526
Sebastian Spence,1.2361538779454362
Amy Adams,1.2359330447458907
Michel Auclair,1.2354059689331394
James Paxton,1.235315434661463
Robyn Lively,1.2351643630385183
Nicole Muñoz,1.2351100909753792
Charline St. Charles,1.2350492648732891
Pere Ponce,1.23490124353785
Christopher Denham,1.2347741142986872
Peppino De Filippo,1.2342846187101586
Jo Whiley,1.2342690210425729
Patric Knowles,1.2340925972720511
Avicii,1.233413178867644
Shane Twerdun,1.2332068015127604
Alberto Sordi,1.2325463521791284
Jess Levinson,1.2322148858871018
Luis Tosar,1.2319206115021653
Roberto Benigni,1.2313853020346603
Smriti Mishra,1.231174773753732
Derek de Lint,1.2308880573003969
Laurence Olivier,1.2307774409617138
Dario Michaelis,1.23051374161824
Leonardo Sbaraglia,1.2301114247893532
Lauren Holly,1.229844471870722
Miriam Hopkins,1.2297580539623925
Zishan Yang,1.229287927292866
Kevin Collins,1.2291490310768642
Addison Timlin,1.229071360961452
Zak Santiago,1.2288518681744312
David Spade,1.2280815184842937
Jermaine Love,1.2272421667683813
Florence Marly,1.2272272355692546
John Hennigan,1.227226339603857
Frances Langford,1.2264514109066296
Yasmin Warsame,1.2259947162298455
Yul Brynner,1.2256927197679883
Kate Hudson,1.225143493113884
Sara Berner,1.2248313105938027
Franco Nero,1.2247142081225784
Te-Lo Mai,1.2245410827779752
Keith Carradine,1.2240993048325735
Nicoletta Braschi,1.2240171287002217
Eric Clapton,1.223013343147713
Hovhannes Abelyan,1.2214821630057677
James Brolin,1.2211714231746964
Omar Abdi,1.2209422238909948
Michael York,1.2207846111589824
Roland Møller,1.2196799126202609
Linden Baker,1.2196544897948371
Diana Dors,1.2194843357255298
Paul Ben-Victor,1.218500888518218
Grégoire Isvarine,1.2183841963036592
Chie Nakamura,1.218314715412653
Rachel Roberts,1.2179622201973577
Masatoshi Nagase,1.2173707895297492
Edmund Gwenn,1.2170873033172842
Michael Anderson Jr.,1.2161826314835462
Jacques Dufilho,1.215817881902576
Ginger Baker,1.2157299353322533
Mime Gopi,1.2153141010465542
Magdalena Montezuma,1.2147157708565643
Melissa Malone,1.214155990351455
Mary Boland,1.2140787521321796
Hidetoshi Nishijima,1.2140075596740305
Lyle Bettger,1.2138941119095923
Des Roberts,1.213648875622679
Teddy Lin,1.2133658105239005
Bill Butts,1.2131092344777368
Conrad Nagel,1.2128081345291652
Vidya Balan,1.2120080909522084
Gene Evans,1.211691542270082
Beata Tyszkiewicz,1.2109839104720377
Julie Walters,1.2109242564156562
Jay Silverheels,1.2108610942799145
Han Ye-seul,1.210734058399056
Jeff Bender,1.210686618649365
Hua Liu,1.2100888670812684
David Rudolf,1.2100693790351316
Barbara Sarafian,1.210049044512104
Madeline Lupi,1.2088319602094582
Meadow Williams,1.208728957444386
