movieId,title,genres,top_actors
183113,L'Imbranato (1979),(no genres listed),"['Christopher Papakaliatis', 'Marina Kalogirou', 'Giorgos Konstadinou']"
241346,Doctor Who: The Time of the Doctor (2013),Drama|Sci-Fi,"['Emile Hirsch', 'Holliday Grainger', 'Sarah Hyland']"
124951,Heidi (1968),Children|Drama,"['Leonid Bykov', 'Sergey Podgornyy', 'Sergei Ivanov']"
132309,Without a Trace (1983),Drama|Mystery,"['Natalya Guseva', 'Aleksei Fomkin', 'Ilya Naumov']"
2492,20 Dates (1998),Comedy|Romance,"['Michael A. Miller', 'Ray Chippeway', 'Dennis Larden']"
194560,Zohar (1993),(no genres listed),"['Abigail Breslin', 'Peter Outerbridge', 'Michelle Nolden']"
142430,Perfect Strangers (1950),Drama|Romance,"['Marlo Thomas', 'Ellen Muth', 'Peter Friedman']"
280602,O Cinderelo Trapalhão (1979),Adventure|Children|Comedy,"['Scott Adkins', 'Kane Kosugi', 'Mika Hijii']"
5890,Elling (2001),Comedy|Drama,"['Jennifer Aniston', 'Jennifer Lopez', 'Sarah Jessica Parker']"
3260,Howards End (1992),Drama,"['Déborah Révy', 'Hélène Zimmer', 'Gowan Didi']"
218103,Demon Spies (1974),Action|Fantasy,"['Katie McGrath', 'Roger Moore', 'Sam Heughan']"
178955,Killing Hasselhoff (2017),Comedy,"['Leea Klemola', 'Peter Franzén', 'Ria Kataja']"
202739,Наш честный хлеб (1964),Drama,"['Anna Margaret Hollyman', 'Kim Park', 'Nathan Williams']"
282253,Renegades (2022),Action|Crime|Thriller,"['Matt Bush', 'Sean Marquette', 'Adrien Brody']"
129266,Le Môme (1986),Crime|Drama|Thriller,"['Bud Spencer', 'Joe Bugner', 'Piero Trombetta']"
115951,Stranded (2013),Horror|Sci-Fi,"['Nick Pickard', 'Christian Bale', 'Timothy Bottoms']"
155921,Silver Queen (1942),Western,"['Shintarô Katsu', 'Shiho Fujimura', 'Yoshihiko Aoyama']"
200826,Adieu Galaxy Express 999 (1981),Animation|Sci-Fi,"['Hugh O&apos;Brian', 'Anne Francis', 'Marilyn Maxwell']"
1370,Die Hard 2 (1990),Action|Adventure|Thriller,"['Robert De Niro', 'Sylvester Stallone', 'Kim Basinger']"
99173,"Bobo, The (1967)",Comedy,"['Woody Allen', 'Ann-Margret', 'Lucie Arnaz']"
159616,Anden på Coke? (2006),Comedy,"['Frances McDormand', 'Michael Pollan']"
427,Boxing Helena (1993),Drama|Mystery|Romance|Thriller,"['Robert Logan', 'Heather Rattray', 'Mark Edward Hall']"
162520,Las ovejas no pierden el tren (2015),Comedy,"['Isak Férriz', 'David Selvas', 'Olalla Escribano']"
245132,Country at Heart (2020),Romance,"['Bernie Casey', 'Pam Grier', 'Lisa Moore']"
155854,Haack ...The King of Techno (2004),(no genres listed),"['Rick Lens', 'Loek Peters', 'Cahit Ölmez']"
60585,Chinese Roulette (Chinesisches Roulette) (1976),Drama,"['Ralph Fiennes', 'Felicity Jones', 'Kristin Scott Thomas']"
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,"['Gabriel Almirón', 'Federico Cecere', 'Ezequiel Cipols']"
253840,For the Love of Halloween (2018),Documentary,"['Anouchka Delon', 'Patrick Buisson', 'Gisèle Guillemot']"
222819,Shine Your Eyes (2020),Drama,"['Claudette Colbert', 'Fred MacMurray', 'Ray Milland']"
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,"['Claudette Colbert', 'Fred MacMurray', 'Robert Young']"
164191,The Lost Arcade (2015),Documentary,"['Philip Carey', 'Audrey Totter', 'Douglas Kennedy']"
136315,Bersaglio altezza uomo (1979),Action,"['James Stewart', 'Jane Wyman', 'Kent Smith']"
101456,Trailer Park of Terror (2008),Horror|Thriller,"['Andrea Riseborough', 'Michael Sheen', 'Alexander Dreymon']"
196003,Play the Devil (2016),Drama,"['Ben Lyon', 'Harry Langdon', 'Lotti Loder']"
2119,Maximum Overdrive (1986),Horror,"['Kristoffer Joner', 'Ane Dahl Torp', 'Anne Ryg']"
153684,Flight of the Lost Balloon (1961),(no genres listed),"['Clark Brandon', 'Randal Patrick', 'Tracy Griffith']"
142681,Consolation Marriage (1931),Drama|Romance,"['Brian Kolodziej', 'Amy Wehrell', 'Gerald Emerick']"
205160,Woodstock: Three Days that Defined a Generation (2019),Documentary,"['Vinay Virmani', 'Camilla Belle', 'Russell Peters']"
165065,Outcast (2010),Fantasy|Horror|Sci-Fi,"['Chris Pine', 'Kevin Costner', 'Keira Knightley']"
143559,L.A. Slasher (2015),Comedy|Crime|Fantasy,"['Pierre Niney', 'Audrey Bastien', 'Lou de Laâge']"
7891,"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",Drama|Horror|Sci-Fi,"['Gaspard Ulliel', 'Jérémie Renier', 'Louis Garrel']"
146648,Fighter Pilot: Operation Red Flag (2004),Documentary,"['Helen Foster', 'Nell O&apos;Day', 'Glen Boles']"
156425,Mob Town (1941),Comedy|Drama,"['Jamel Debbouze', 'Alain Chabat', 'Fred Testot']"
131856,Outing Riley (2004),Comedy,"['James Marsters', 'Tony Todd', 'Marc Winnick']"
67665,Anvil! The Story of Anvil (2008),Documentary|Musical,"['Robert Lamoureux', 'Liselotte Pulver', 'O.E. Hasse']"
218803,Collective (2019),Documentary,"['John Garfield', 'Geraldine Fitzgerald', 'Walter Brennan']"
127841,The Christian Licorice Store (1971),Comedy|Drama,"['James Woods', 'Ann Marin', 'Craig T. Nelson']"
276259,The Girl From the Other Side (2022),Animation|Drama|Fantasy|Mystery,"['Sam Rockwell', 'Jeffrey Wright', 'Kelly Reilly']"
27449,Berlin Is in Germany (2001),Drama,"['Ricardo Ancona', 'Jesús Medina', 'María Bustamante']"
209457,Miss Gold Digger (2007),Comedy|Romance,"['George Segal', 'Susan Anspach', 'Kris Kristofferson']"
4119,Housekeeping (1987),Comedy|Drama,"['Mahlon Foreman', 'Ron Barnhart', 'Amy Lester']"
270988,Karin's Face (1984),Documentary,"['Helen Hunt', 'Samantha Morton', 'Aaron Paul']"
290657,The Inventor (2023),Animation|Children|Drama,"['Kôjirô Hongô', 'Tôru Takatsuka', 'Carl Craig']"
167588,Dario Argento's World of Horror (1985),(no genres listed),
113908,Getting Back to Abnormal (2013),Documentary,"['C.J. Thomason', 'Stephen Lang', 'Michelle Pierce']"
150050,Kid (2012),Drama,"['Mitt Romney', 'Candy Crowley', 'Eric Draper']"
164381,Tik Tok (2016),Action|Crime|Mystery,"['Berkeley Breathed', 'Jef Mallett', 'Stephan Pastis']"
204132,Secret Obsession (2019),Drama|Thriller,"['Anselm Kiefer', 'Bill Katz', 'Klaus Dermutz']"
188781,FAQ: Frequently Asked Questions (2004),Drama|Sci-Fi,"['Sarah Polley', 'Diane Ladd', 'Kelci Stephenson']"
134073,We'll Live Till Monday (1968),Drama|Romance,"['Hannu-Pekka Björkman', 'Elina Knihtilä', 'Kati Outinen']"
2730,Barry Lyndon (1975),Drama|Romance|War,"['Brooke Shields', 'Jason O&apos;Malley', 'Anthony Franciosa']"
172461,Get Me Roger Stone (2017),Documentary,"['Joseph Cotten', 'George Sanders', 'Debra Paget']"
283201,The Martha Mitchell Effect (2022),Documentary,"['Charlotte Gainsbourg', 'Stellan Skarsgård', 'Stacy Martin']"
218189,Premium (2006),Comedy|Romance,"['Jake Gyllenhaal', 'Mélanie Laurent', 'Sarah Gadon']"
166558,Underworld: Blood Wars (2016),Action|Horror,"['Keefe Brasselle', 'Sally Forrest', 'Lionel Barrymore']"
207928,The Templar Code: Crusade of Secrecy (2005),Documentary,['Betty Makoni']
79684,Paper Man (2009),Comedy|Drama,"['Lior Ashkenazi', 'Rotem Keinan', 'Tzahi Grad']"
89162,Phil Ochs: There But for Fortune (2010),Documentary|Musical,"['Matila Malliarakis', 'Guillaume Gouix', 'David Salles']"
64918,Small Cuts (Petites coupures) (2003),Drama|Romance,"['Fred Williamson', 'Bernie Hamilton', 'Vonetta McGee']"
174875,One Hundred Steps (2000),Crime|Drama,"['Helena Bonham Carter', 'Judy Davis', 'Callum Keith Rennie']"
191701,National Geographic: Air Force One (2003),Documentary,"['Han Dian Chen', 'Michelle Chen', 'Ying-Chieh Chen']"
226286,Aliens vs. Titanic (2017),Action|Adventure|Comedy|Sci-Fi,"['Asier Aranguren', 'Juan Diego Botto', 'Pilar Castro']"
78488,Dhoondte Reh Jaoge (2009),Comedy|Drama,"['Nobuhiro Kajima', 'Miyuki Akiyama', 'Christopher Murphy']"
206293,Tall Girl (2019),Comedy|Drama|Romance,"['Paulina García', 'Sergio Hernández', 'Diego Fontecilla']"
169190,Teenage Kicks (2016),Drama,"['Sienna Miller', 'Golshifteh Farahani', 'Bahar Soomekh']"
251820,The Jack of Diamonds (1949),Drama,"['Chris Pratt', 'Will Ferrell', 'Elizabeth Banks']"
282047,Rabiye Kurnaz vs. George W. Bush (2022),Drama,"['William Powell', 'Carole Lombard', 'Wynne Gibson']"
2881,Double Jeopardy (1999),Action|Crime|Drama|Thriller,"['Erland Josephson', 'Charlotta Larsson', 'Nils Brandt']"
117708,Michael Shayne: Private Detective (1940),Comedy|Drama|Mystery,"['Kurt Russell', 'Jay Baruchel', 'Katheryn Winnick']"
84133,Short Night of the Glass Dolls (La corta notte delle bambole di vetro) (1971),Horror|Mystery|Thriller,"['Shôzô Îzuka', 'Toshihiko Seki', 'Mamiko Noto']"
131964,Cash McCall (1960),Drama|Romance,"['Charlotte Gainsbourg', 'Stellan Skarsgård', 'Willem Dafoe']"
227989,Christmas Break-In (2019),Children,"['Tony Fucile', 'Krista Sheffler', 'Phil Sheridan']"
121594,Midnight Mary (1933),Crime|Drama|Romance,"['Julia Stiles', 'Melissa George', 'Taye Diggs']"
142915,The Slurb (2001),Comedy,"['Pertti Melasniemi', 'Marjukka Arasola', 'Aune Hurme-Virtanen']"
270544,Warp Speed Chic (2018),Documentary,"['Jules Sitruk', 'Damien Jouillerot', 'Jonathan Demurger']"
197453,303 (2018),Drama,"['Rock Hudson', 'Sylva Koscina', 'Sergio Fantoni']"
131270,Kung Fu Jungle (2014),Action|Crime|Thriller,"['Oliver Reed', 'Elke Sommer', 'Richard Attenborough']"
133851,In the Shadow of the Sun (2012),Documentary,"['Eamonn Andrews', 'Muhammad Ali', 'David Susskind']"
208327,Fronteras (2018),(no genres listed),"['Chao Deng', 'Yifei Liu', 'Ronald Cheng']"
221448,Crashing the Water Barrier (1956),Documentary,"['Erik Carlson', 'Mikko Kivinen', 'Vuokko Hovatta']"
1849,Prince Valiant (1997),Adventure,"['Pierce Brosnan', 'Toni Collette', 'Imogen Poots']"
82465,It's Alive III: Island of the Alive (1987),Comedy|Drama|Horror|Sci-Fi,"['Louis Koo', 'Yuanyuan Gao', 'Daniel Wu']"
3044,Dead Again (1991),Mystery|Romance|Thriller,"['Emma Roberts', 'Evan Peters', 'John Cusack']"
1935,How Green Was My Valley (1941),Drama|Musical|Romance,"['Nicholas Braun', 'Hunter Cope', 'Dakota Johnson']"
282193,Milan (2004),Drama|Romance,"['Gabriella Wilde', 'Alex Pettyfer', 'Bruce Greenwood']"
281434,Carpoolers (2021),Comedy,"['Elana Eden', 'Stuart Whitman', 'Tom Tryon']"
131190,Alienator (1990),Action|Sci-Fi|Thriller,"['Cheick Kongo', 'Chris Conrad', 'Mikayla Soo-ni Campbell']"
149114,The Cat Vanishes (2011),Drama|Thriller,"['Rip Torn', 'George Plimpton', 'Norman Mailer']"
208227,La cripta (1981),Drama,"['Rory Kinnear', 'Rachael Stirling', 'Joseph Mawle']"
116991,"Yes Men Are Revolting, The (2014)",Documentary,"['Omar Sy', 'Laurent Lafitte', 'Sabrina Ouazani']"
265776,Too Young to Be a Dad (2002),Drama,"['Emily Dole', 'Dee Booher', 'Larry Whistler']"
5771,My Bloody Valentine (1981),Drama|Horror|Thriller,"['Alice Eve', 'Bryan Cranston', 'Logan Marshall-Green']"
99513,Waiting for Lightning (2012),Documentary,"['Ryô Tomioka', 'Kaho', 'Shingo Ishikawa']"
177497,Hostiles (2017),Adventure|Drama|Western,"['Jan-Willem Breure', 'Dick Swaab', 'Corine de Ruiter']"
219846,The 15 Year Old Girl (1989),Drama|Romance,"['Aidan Quinn', 'Adam Beach', 'August Schellenberg']"
281114,The Cat Creeps (1930),Horror|Mystery,"['Christy Carlson Romano', 'Ross Thomas', 'Scott Thompson Baker']"
176299,Tom and Jerry: Willy Wonka and the Chocolate Factory (2017),Adventure|Animation|Children|Comedy,"['Gabriel Bartalos', 'Howard Berger', 'Steve Biodrowski']"
155551,The City Without Jews (1924),Drama,"['Ralph Fiennes', 'F. Murray Abraham', 'Mathieu Amalric']"
184679,Blackmail (2017),Comedy,"['Sara Malakul Lane', 'Erin O&apos;Brien', 'Steve Hanks']"
1428,Angel Baby (1995),Drama,"['Marcela Valencia', 'Blas Jaramillo', 'Lucia Rengifo']"
87192,Attack the Block (2011),Action|Comedy|Sci-Fi,"['Adam Bakri', 'Leem Lubany', 'Eyad Hourani']"
283137,Theater Camp (2023),Comedy,"['Dany Boon', 'Kad Merad', 'Alice Pol']"
169274,The Fabulous Pastars (2016),Comedy,"['Raizô Ichikawa', 'Kôjirô Hongô', 'Tamao Nakamura']"
125039,Vigil in the Night (1940),Drama,"['Paulette Goddard', 'William Bishop', 'John Ireland']"
137576,Klunkerz (2006),(no genres listed),"['Asta Nielsen', 'Robert Dinesen', 'Poul Reumert']"
123274,Katherine (1975),(no genres listed),"['Alan Ladd', 'Sidney Poitier', 'James Darren']"
127327,Khan Kluay (2006),Adventure|Animation|Children,"['Kevin Costner', 'Hailee Steinfeld', 'Connie Nielsen']"
169246,Far from Vietnam (1967),War,"['Iain De Caestecker', 'Alice Englert', 'Allen Leech']"
198453,The Second Awakening of Christa Klages (1978),Drama,"['Zackie Achmat', 'Peter Mugyenyi', 'Bill Clinton']"
205333,The Pied Piper of Hamelin (1957),Fantasy,"['Aaron Pedersen', 'Hugo Weaving', 'Ryan Kwanten']"
140265,George Carlin: Jammin' in New York (1992),Comedy,"['Debra Paget', 'Louis Jourdan', 'Jeff Chandler']"
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,"['Matthew Lillard', 'Deborah Kara Unger', 'Gina Holden']"
106883,All is Bright (2013),Comedy|Drama,"['Hans Albers', 'Ilse Werner', 'Hans Söhnker']"
250318,Céline (2008),Drama,"['Noah Bean', 'Rachel Boston', 'Anna Chlumsky']"
138062,Servants of Twilight (1991),Horror|Thriller,"['Clark Gable', 'Alexis Smith', 'Wendell Corey']"
199147,Letter to America (1999),Comedy|Drama,"['Najarra Townsend', 'Caroline Williams', 'Alice Macdonald']"
241866,Special Report: Journey to Mars (1996),Drama|Sci-Fi,"['Jenny Slate', 'Jake Lacy', 'Gaby Hoffmann']"
200714,Don't Worry Baby (2016),Comedy|Drama,"['Eddie Dean', 'White Cloud', 'Roscoe Ates']"
181621,The Victoria's Secret Fashion Show 2012 (2012),(no genres listed),"['David Arquette', 'Bijou Phillips', 'Vivica A. Fox']"
79127,Sweethearts (1938),Musical|Romance,"['Lee Majors', 'Jennifer O&apos;Neill', 'Art Carney']"
126086,Norm MacDonald: Me Doing Standup (2011),Comedy,"['Olivia Newton-John', 'Benny Thomas', 'Vic Cooper']"
105565,Sincerely Yours (1955),Drama|Musical,"['Nikolaj Lie Kaas', 'Per Scheel Krüger', 'Troels Lyby']"
234175,America: A Tribute to Heroes (2001),Documentary,"['Ed Skudder', 'Zack Keller', 'Eric Bauza']"
171893,Phoenix (1995),Action|Sci-Fi,"['Zsa Zsa Gabor', 'Eric Fleming', 'Dave Willock']"
190747,Mara,Crime|Horror|Thriller,"['Joseph Bottoms', 'Deborah Raffin', 'John McLiam']"
117424,Nothing But the Night (1973),Crime|Horror|Mystery|Thriller,"['Marianne Hoppe', 'Paul Dahlke', 'Ferdinand Marian']"
5573,Stealing Harvard (2002),Comedy|Crime,"['Robert Newton', 'Linda Darnell', 'William Bendix']"
125547,Nine Guests for a Crime (1977),Mystery|Thriller,"['Benoît Poelvoorde', 'Isabelle Carré', 'Jonathan Zaccaï']"
115388,Charlie Chan's Courage (1934),Mystery,"['Kristen Bell', 'Jason Dohring', 'Enrico Colantoni']"
201648,Carry on Jatta (2012),(no genres listed),"['David Carradine', 'Paul L. Smith', 'Brad Dourif']"
270348,Per amare Ofelia (1974),Comedy,"['Jean Rochefort', 'Aida Folch', 'Claudia Cardinale']"
146856,Giovanna d'Arco al rogo (1954),Drama,"['Francisco Solorzano', 'Patrizia Hernandez', 'Israel Horovitz']"
113218,Space Milkshake (2012),Comedy|Sci-Fi,"['Catherine Deneuve', 'Némo Schiffman', 'Gérard Garouste']"
139052,Dark Places (2015),Drama|Mystery|Thriller,"['Nash Edgerton', 'Mirrah Foulkes', 'Chum Ehelepola']"
107185,Blue Sunshine (1978),Horror|Thriller,"['Sean Connery', 'Cornelia Sharpe', 'Albert Paulsen']"
4576,C.H.U.D. II - Bud the Chud (1989),Comedy|Horror,"['George Kennedy', 'John Mills', 'Raf Vallone']"
225571,"Venise, arrivée en gondole (1896)",(no genres listed),"['Robert Forster', 'Fiona Lewis', 'Ray Sharkey']"
985,Small Wonders (1995),Documentary,"['Dale Robertson', 'Martha Hyer', 'Wendell Corey']"
159668,The Portrait (Shozo) (1948),Drama,"['Don Wilson', 'Rina Reyes', 'Joe Mari Avellana']"
203393,Escape Plan: The Extractors (2019),Action|Thriller,"['Jack O&apos;Connell', 'Ben Mendelsohn', 'Rupert Friend']"
245500,Hypnosis (2020),Drama|Thriller,"['Michael Swaim', 'Jacob Reed', 'Beck Bennett']"
257253,Collegues (1962),Drama,"['Masato Sakai', 'Teruyuki Kagawa', 'Ryôko Hirosue']"
138974,A Love Affair of Sorts (2011),Drama|Romance,"['Russell Crowe', 'Jennifer Connelly', 'Anthony Hopkins']"
205951,Dora or The Sexual Neuroses of Our Parents (2015),Drama|Romance,"['Aïssa Maïga', 'Tella Kpomahou', 'Tatiana Rojo']"
227346,A Private Matter (1992),Drama,"['Sammy Davis Jr.', 'Louis Armstrong', 'Ossie Davis']"
266778,In the Woods (2017),Documentary,"['Kelly Blatz', 'Daryl Sabara', 'Janel Parrish']"
191561,Le Complot (1973),Action|Drama,"['George Montgomery', 'Richard Denning', 'Martha Hyer']"
2593,"Monster, The (Mostro, Il) (1994)",Comedy,"['Marwan Kenzari', 'Chems Eddine Amar', 'Steef Cuijpers']"
238074,Pixies (2015),Animation|Comedy,"['Tom Berninger', 'Matt Berninger', 'Bryce Dessner']"
205687,"You Shoot, I Shoot (2001)",Action|Comedy|Crime,"['Ramon Novarro', 'Joan Crawford', 'Ernest Torrence']"
149488,Christmas Town (2008),Action|Children|Comedy|Drama|Fantasy|Thriller,"['Gene Autry', 'Champion', 'Gail Davis']"
142574,Cow Belles (2006),Children|Comedy|Romance,"['Tommi Eronen', 'Tanjalotta Räikkä', 'Konsta Mäkelä']"
222593,Death on the Nile (2020),Crime|Drama|Mystery|Thriller,"['Telly Savalas', 'Robert Shaw', 'Stella Stevens']"
138524,Too Scared to Scream (1985),Horror|Thriller,"['Alex Ubokudom', 'Chioma Dunkley', 'Leland B. Martin']"
151537,Satanik (1968),Sci-Fi|Thriller,"['Michael Sarysz', 'Dorie Barton', 'Joey Lawrence']"
106868,Breaking the Girls (2013) ,Crime|Thriller,"['Julia Garner', 'Liam Aiken', 'Billy Zane']"
200558,Deutschland 09 - 13 kurze Filme zur Lage der Nation (2009),Drama,"['Garrett Smith', 'Brent Phillip Henry', 'Michael Dardant']"
282027,Will-o’-the-Wisp (2022),Comedy|Romance,"['Donald Rumsfeld', 'Errol Morris']"
136166,Il conte Max (1957),Comedy,"['Robert Hooks', 'Paul Winfield', 'Ralph Waite']"
92457,"Doll's House, A (1973)",Drama,"['Jason Yee', 'Samantha Streets', 'Ron Yuan']"
210969,Bourek (2016),Comedy|Drama,"['Pam Grier', 'Austin Stoker', 'D&apos;Urville Martin']"
220894,Blue Citrus Hearts (2003),Drama|Romance,"['Neil Hopkins', 'Brea Grant', 'John Forest']"
180123,Intimate Stories (2002),Comedy|Drama,"['Chase Williamson', 'Ashley Bell', 'Clancy Brown']"
2276,"Soldier's Daughter Never Cries, A (1998)",Drama,"['Victor Janson', 'Ossi Oswalda', 'Harry Liedtke']"
283767,Aftershock (2022),Documentary,"['David Niven', 'Teresa Graves', 'Peter Bayliss']"
211027,Sheep Without a Shepherd (2019),Crime|Drama,"['Kim Novak', 'James Garner', 'Tony Randall']"
134796,Bitter Lake (2015),Documentary,"['Beau Bridges', 'Susan Sarandon', 'James Noble']"
162448,Seoul Station (2016),Animation|Drama|Horror,"['Kevin Sheppard', 'Eunice Sheppard', 'Leah Sheppard']"
290143,Thai Massage (2022),Comedy|Drama,"['Paul Douglas', 'Janet Leigh', 'Keenan Wynn']"
186157,Diary of a Nudist (1961),Romance,"['Lee Marvin', 'Gary Grimes', 'Ron Howard']"
112804,I Origins (2014),Drama|Sci-Fi,"['Michael C. Hall', 'Sam Shepard', 'Don Johnson']"
167992,Best and Most Beautiful Things (2016),Documentary,"['Anthony Perkins', 'Beau Bridges', 'Blythe Danner']"
98859,Never Say... Never! (Il ne faut jurer... de rien!) (2005),Comedy,"['Armin Rohde', 'Ludger Pistor', 'Branko Samarovski']"
182849,Rudy Habibie (2016),Drama|Romance,"['Tom Berenger', 'Busta Rhymes', 'Armand Assante']"
1537,Shall We Dance? (Shall We Dansu?) (1996),Comedy|Drama|Romance,"['Alan Marshal', 'Laraine Day', 'Marsha Hunt']"
264526,The Thing Inside Us (2021),Sci-Fi,"['John Turturro', 'Woody Allen', 'Sharon Stone']"
182895,Ayirathil Oruvan (2010),Adventure|Fantasy|Mystery|Thriller,"['Johnny Depp', 'Rebecca Hall', 'Morgan Freeman']"
128095,Kathleen Madigan: Gone Madigan (2010),Comedy,"['Dorothy Mackaill', 'Frank Fay', 'Noah Beery']"
125141,"Y/N: You Lie, You Die (2012)",Thriller,"['Henry Thomas', 'Dominique Swain', 'Scott Bairstow']"
197283,Late Afternoon (2018),(no genres listed),"['George Murphy', 'Ginny Simms', 'Charles Winninger']"
356,Forrest Gump (1994),Comedy|Drama|Romance|War,"['Jeanette MacDonald', 'Lew Ayres', 'Ian Hunter']"
240666,D.R.E.A.M. Team (1999),Action|Adventure,"['Tom Laughlin', 'Ron O&apos;Neal', 'Lincoln Kilpatrick']"
121859,The Formula (2014),Comedy|Romance,"['Raizô Ichikawa', 'Saburô Date', 'Midori Isomura']"
130406,Watch Me When I Kill (1977),Horror|Mystery|Thriller,"['Stacy Keach', 'David Hemmings', 'Edward Fox']"
214136,Johnny Winter: Down & Dirty (2014),Documentary,"['Christopher Lambert', 'Kerry Fox', 'Vincent Regan']"
137970,Moola (2007),Comedy,"['Leïla Bekhti', 'Géraldine Nakache', 'Virginie Ledoyen']"
3789,"Pawnbroker, The (1964)",Drama,"['Efrem Zimbalist Jr.', 'Angie Dickinson', 'Jack Kelly']"
149,Amateur (1994),Crime|Drama|Thriller,"['Kathryn Taylor Smith', 'Brandon Valley Jones', 'Chonte Harris']"
210129,The Man Who Stole Banksy (2018),Documentary,"['Michael Caine', 'Cybill Shepherd', 'Louis Jourdan']"
208893,Trackman (2007),Horror|Thriller,"['Arthur Pentelow', 'Frederick Danner', 'Hans Bendrik']"
155750,Arrêt Pipi (2015),(no genres listed),['Philip Morrison']
185541,Abandoned (2015),Drama|Thriller,"['Mischa Barton', 'Brenden Meers', 'Devon Sawa']"
208229,Mi marido y sus complejos (1969),(no genres listed),"['Peggy Cummins', 'Terence Morgan', 'Ronald Squire']"
150144,Notes Towards an African Orestes (1970),(no genres listed),"['Salvador Allende', 'Carl Bernstein', 'Willy Brandt']"
176601,Black Mirror,(no genres listed),"['Gugu Mbatha-Raw', 'Matthew Goode', 'Emily Watson']"
218553,Pagans (2017),Comedy|Drama,"['Marion Cotillard', 'Joaquin Phoenix', 'Jeremy Renner']"
112021,Andy Hardy Meets Debutante (1940),Comedy|Romance,"['Anupam Kher', 'Naseeruddin Shah', 'Virendra Saxena']"
288513,Barbie (2023),Comedy,"['Tony Anthony', 'Ringo Starr', 'Lloyd Battista']"
3901,Duets (2000),Comedy|Drama,"['James Franco', 'Kate Hudson', 'Tom Wilkinson']"
173735,The Farthest (2017),Documentary,"['Roy Rogers', 'Trigger', 'George &apos;Gabby&apos; Hayes']"
139245,Metamorphosis (1990),Horror|Sci-Fi,"['Armando Espitia', 'Andrea Vergara', 'Linda González']"
88028,Green Fish (Chorok mulkogi) (1997),Drama,"['Kelly McCormick', 'Tiffany', 'Jeff Turner']"
94819,You Can't Win 'Em All (1970),Adventure|Comedy|War,"['Ben Gazzara', 'Walter Pidgeon', 'Ernest Borgnine']"
121917,The Green Years (1963),Drama,"['María Villar', 'Alessio Rigo de Righi', 'Agustina Muñoz']"
144346,Wu Dang (2012),Action,"['Hanna Schygulla', 'Margarethe von Trotta', 'Harry Baer']"
185681,Bruno & Boots: The Wizzle War (2017),Children|Comedy,"['Silvio Hernández', 'David Valle González', 'Rafael Hinojosa']"
171367,"Falco: Damn It, We're Still Alive! (2008)",Drama,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik']"
215309,Grounded for Christmas (2019),Romance,"['Patrick Stewart', 'Ian McKellen', 'Hugh Jackman']"
97148,Elia Kazan: A Director's Journey (1995),Documentary,"['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Bryan Cranston']"
85567,"Letzte schöne Herbsttag, Der (2010)",Comedy|Drama|Romance,"['Gretchen Lodge', 'Johnny Lewis', 'Alexandra Holden']"
144774,The Day the '60s Died (2015),Documentary,"['Soumitra Chatterjee', 'Victor Banerjee', 'Swatilekha Sengupta']"
66140,Blackout (2007),Horror|Thriller,"['Dominic West', 'Helena Bonham Carter', 'Greg Hicks']"
150070,Lost Persons Area (2009),Drama,"['Recycled Paper', 'Sliced Tree', 'Reconstituted Sawdust']"
8606,Pull My Daisy (1958),Comedy|Drama,"['Clif Prowse', 'Derek Lee', 'Michael Gill']"
265156,A Boy Called Christmas (2021),Adventure|Children|Fantasy,"['Leo Fitzpatrick', 'Danny Burstein', 'Shareeka Epps']"
228997,Blade Babji (2008),(no genres listed),"['George A. Romero', 'Fred Rogers', 'H. Rap Brown']"
144380,The Fatal Encounter (2014),Action|Drama,"['Donald Sutherland', 'Jennifer O&apos;Neill', 'Robert Duvall']"
173133,Brides of Blood (1968),Horror|Sci-Fi,"['Ashleigh Ball', 'David Beckingham', 'Mike Bernstein']"
225311,Butterfly House (2019),Children|Comedy,"['Tiffany', 'Debbie Gibson', 'A Martinez']"
179219,Cold Moon (2016),Crime|Drama|Horror|Mystery|Thriller,"['Ernie Kovacs', 'Dick Shawn', 'Margo Moore']"
113449,Crossroads (1942),Crime|Drama|Film-Noir,"['William Holden', 'Lloyd Nolan', 'Virginia Leith']"
151505,Carpet Racers (2009),Documentary,"['James Ellison', 'Jane Wyatt', 'Kent Taylor']"
170070,Unutursam Fısılda (2014),Drama,"['James Garner', 'Etchika Choureau', 'Jack Warden']"
235105,The Breitner Commando (2019),Drama|War,"['Penelope Tsilika', 'Sofia Kokkali', 'Aneza Papadopoulou']"
62781,My Sons (Musuko) (1991),Comedy|Romance,"['Keith Buckley', 'Patsy Puttnam', 'Arthur Hewlett']"
267948,Christmas Cracker (1963),Animation|Children|Comedy|Fantasy,"['Tom Cruise', 'Rebecca Ferguson', 'Jeremy Renner']"
225465,Torn Apart (2004),(no genres listed),"['Yul Brynner', 'Richard Crenna', 'Leonard Nimoy']"
9002,Alexander the Great (1956),Drama,"['Klaus Kinski', 'Josephine Chaplin', 'Herbert Fux']"
